seed_id,macro_segment,query,product_type,personalization_type,occasion,listing_id,url,title,price,review_count,rank,shop_name,saturation_count,collected_at
B008,Family / relatives,personalized dad shirt,adult T-shirt,name and family relation,family gift,4478079410,https://www.etsy.com/listing/4478079410/personalized-mens-t-shirt-for-dad-with,Personalized men's t-shirt for dad with children's names and birth years as a Father's Day gift,23.04,70,10,Unibly,1000.0,2026-09-09T17:05:05.319373+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",13.9,1400,1,ApexPrintingCo,1000.0,2026-09-09T17:05:41.841386+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,1687366433,https://www.etsy.com/listing/1687366433/custom-comfort-colors-vintage-bootleg,Custom Comfort Colors® Vintage Bootleg Pet Shirt Pet Photo + Name Custom Dog Portrait Personalized Shirt Custom T Shirts Cat Shirt 90's Tee,6.04,9441,2,ModPawsUS,1000.0,2026-09-09T17:05:58.423555+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,1816706515,https://www.etsy.com/listing/1816706515/custom-engraved-coach-whistle-with,"Custom Engraved Coach Whistle with Lanyard,Personalized Referee Gift,Sport Gift for Coach,Team Soccer Sports Whistle,Appreciation GiftsCoach",5.41,748,3,ProseAndPoem,1000.0,2026-09-09T17:06:20.485481+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,4512642367,https://www.etsy.com/listing/4512642367/pet-owner-matching-face-photo-tees-dog,"Pet Owner Matching Face Photo Tees, Dog Owner Matching Custom Photo Tee, Cat Owner Pet Photo Tee",31.94,2,4,pantarheico,1000.0,2026-09-09T17:06:39.963872+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,1677466342,https://www.etsy.com/listing/1677466342/custom-vintage-bootleg-pet-comfort-color,"Custom Vintage Bootleg Pet Photo Comfort Color Shirt, Personalized Dog Portrait, Dog Remembrance Gift, Dog Lover Gift, Pet Loss Gift",10.97,1200,6,MKsSoul,1000.0,2026-09-09T17:07:18.351950+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,4525415275,https://www.etsy.com/listing/4525415275/custom-face-hawaiian-shirt-personalized,"Custom Face Hawaiian Shirt: Personalized Dog Cat Pet Photo Unisex Aloha Shirt, Family Matching Owner Shirt, Gift for Him Her",32.39,1,7,DRavenArtShop,1000.0,2026-09-09T17:07:38.211061+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,1794518094,https://www.etsy.com/listing/1794518094/custom-vintage-pet-shirt-personalized,"Custom Vintage Pet Shirt - Personalized Dog Bootleg Rap Tee, Retro 90s Graphic T-Shirt, Dog Lover Apparel, Custom Pet Face Design",10.71,642,8,ByJasmineArt,1000.0,2026-09-09T17:07:55.594853+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,4340953087,https://www.etsy.com/listing/4340953087/comfort-colors-custom-pet-shirt-pet,"Comfort Colors® Custom Pet Shirt, Pet photo and name, Personalized Pet Portrait Shirt, Custom Dog Cat Graphic Tee, Pet Lover Gift, Dog Lover",14.61,324,9,PrintAndCozy,1000.0,2026-09-09T17:08:13.082958+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,4470582146,https://www.etsy.com/listing/4470582146/custom-dog-shirt-from-photo-embroidered,"Custom Dog Shirt From Photo, Embroidered Portrait Shirt With My Dog, Golden Retriever Dad Tee, Father's Day Gift For Husband",35.51,94,10,BuiEmbroidery,1000.0,2026-09-09T17:08:35.826426+00:00
B009,Pets,personalized dog shirt owner,adult T-shirt,name and pet,everyday,4489647331,https://www.etsy.com/listing/4489647331/matching-dog-and-owner-set-custom,"Matching Dog and Owner Set, Custom matching pet owner, Personalized Mom or Dad Shirt with Dog Bandana, Custom Pet gifts, Dog lovers gift",38.72,13,11,PetChicaccessories,1000.0,2026-09-09T17:08:54.755042+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,1,ArtTrueDesign,1000.0,2026-09-09T17:09:29.625816+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,4512642367,https://www.etsy.com/listing/4512642367/pet-owner-matching-face-photo-tees-dog,"Pet Owner Matching Face Photo Tees, Dog Owner Matching Custom Photo Tee, Cat Owner Pet Photo Tee",31.94,2,2,pantarheico,1000.0,2026-09-09T17:09:45.507782+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,3,ArtTrueDesign,1000.0,2026-09-09T17:10:01.436609+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,1687366433,https://www.etsy.com/listing/1687366433/custom-comfort-colors-vintage-bootleg,Custom Comfort Colors® Vintage Bootleg Pet Shirt Pet Photo + Name Custom Dog Portrait Personalized Shirt Custom T Shirts Cat Shirt 90's Tee,6.04,9441,4,ModPawsUS,1000.0,2026-09-09T17:10:18.565596+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,4305190718,https://www.etsy.com/listing/4305190718/custom-hawaiian-shirt-with-photo,"Custom Hawaiian Shirt with Photo, Personalized Hawaiian Shirt with Face, Tropical Beach Button Down Shirt Gifts, Bachelor Party Shirt",11.8,12,5,yourcustommall,1000.0,2026-09-09T17:10:37.232234+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,4521026344,https://www.etsy.com/listing/4521026344/custom-pet-photo-shirt-personalized-dog,"Custom Pet Photo Shirt, Personalized Dog Shirt, Pet Portrait Shirt, Custom Pet Name Tee, Dog Mom Gift, Cat Mom Gift, Pet Memorial Shirt PTV8",12.58,10,6,SweetLoveGiftShop,1000.0,2026-09-09T17:10:55.865437+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,1706703648,https://www.etsy.com/listing/1706703648/custom-swimsuit-set-with-phototext,Custom swimsuit set with photo/text-birthday party gift-bachelor party gift-gift for dad/sister-Hawaiian shirt-bucket hat-mens short-family,15.12,17,7,ArtTrueDesign,1000.0,2026-09-09T17:11:17.368083+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,1489855689,https://www.etsy.com/listing/1489855689/custom-pet-shirt-pet-bootleg-shirt,"Custom Pet Shirt, Pet Bootleg Shirt, Custom Bootleg Tee Dog, Custom 90S Bootleg Shirt, Personalize Bootleg Tee, Custom Dog shirt",16.26,650,8,SChousebyDaniel,1000.0,2026-09-09T17:11:40.291930+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,4351393080,https://www.etsy.com/listing/4351393080/custom-pet-vintage-bootleg-t-shirt-retro,"Custom Pet Vintage Bootleg T-Shirt, Retro Personalized  Pet Photo + Name Comfort Colors® Shirt, Custom Dog Portrait Top,Design Cat Shirt Tee",7.99,561,9,OldSchoolCulture,1000.0,2026-09-09T17:12:00.393901+00:00
B010,Family / relatives,personalized family shirt,family matching apparel,family names,family event,1794518094,https://www.etsy.com/listing/1794518094/custom-vintage-pet-shirt-personalized,"Custom Vintage Pet Shirt - Personalized Dog Bootleg Rap Tee, Retro 90s Graphic T-Shirt, Dog Lover Apparel, Custom Pet Face Design",10.72,642,11,ByJasmineArt,1000.0,2026-09-09T17:12:38.537799+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,1,ArtTrueDesign,1000.0,2026-09-09T17:13:15.166061+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,2,ArtTrueDesign,1000.0,2026-09-09T17:13:31.360743+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,1706703648,https://www.etsy.com/listing/1706703648/custom-swimsuit-set-with-phototext,Custom swimsuit set with photo/text-birthday party gift-bachelor party gift-gift for dad/sister-Hawaiian shirt-bucket hat-mens short-family,15.12,17,3,ArtTrueDesign,1000.0,2026-09-09T17:13:51.791751+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,4391307269,https://www.etsy.com/listing/4391307269/custom-family-vacation-2026-shirts,"Custom Family Vacation 2026 Shirts, Custom Summer Shirt, Family Vacation Shirts, Custom Shirt, Personalized Family Shirt, Retro Shirts",4.63,28,5,TeniskiBE,1000.0,2026-09-09T17:14:27.226249+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,1756861383,https://www.etsy.com/listing/1756861383/customized-photo-hawaiian-shirtcustom,"Customized Photo Hawaiian Shirt,Custom Hawaii Shirt with Face,Personalized Hawaiian Shirt,Beach Shirt,Custom Couple Shirt,unisex shirt gift",19.82,127,6,LyBoutiques,1000.0,2026-09-09T17:14:46.304595+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,4312360565,https://www.etsy.com/listing/4312360565/custom-faces-hawaiian-shirts,"Custom Faces Hawaiian Shirts, Personalized Photo Tops, Hawaiian Shirts with Family Picture, Bachelor Party Shirt, Family Trip Gift",10.77,6,8,MangoShopDesignArt,1000.0,2026-09-09T17:15:35.943604+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,4494328006,https://www.etsy.com/listing/4494328006/custom-pet-photo-and-name,"Custom Pet Photo And Name Shirt,Personalized Comfort Colors Pet Shirt,Customized Picture Dog Shirt,Dog Lover Gift,Cat Mom Gift,Pet Loss Gift",9.07,21,9,MirkotaStore,1000.0,2026-09-09T17:15:55.318465+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,1726444001,https://www.etsy.com/listing/1726444001/custom-family-vacation-2026-shirt,"Custom Family Vacation 2026 Shirt, Matching Memories Shirt, Custom Family Trip, Family Beach Trip Shirt, Custom Family Beach Vacation Shirt",6.67,153,11,StichNShirt,1000.0,2026-09-09T17:16:42.854798+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,4311813645,https://www.etsy.com/listing/4311813645/custom-faces-shirts-personalized-photo,"Custom Faces Shirts, Personalized Photo Tops, Family Picture Hawaiian Shirts, Logo Button Down Shirts for Dad Grandpa, Bachelor Party Shirt",10.77,4,12,MangoShopDesignArt,1000.0,2026-09-09T17:17:00.640704+00:00
B011,Family trips / vacations,personalized family vacation shirts,family matching apparel,family name and year,vacation,4453498844,https://www.etsy.com/listing/4453498844/custom-face-hawaiian-shirt-personalized,"Custom Face Hawaiian Shirt, Personalized Birthday Gift, Family Matching,Custom 40th Birthday Face Hawaiian Shirt",16.21,15,14,Pemkham,1000.0,2026-09-09T17:17:47.124890+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,1868823487,https://www.etsy.com/listing/1868823487/custom-camping-crew-shirt-family,Custom Camping Crew Shirt - Family Vacation Tee - Cousin Reunion Gift,4.68,17,1,SMstoreBG,1000.0,2026-09-09T17:18:27.295232+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",9.04,1400,4,ApexPrintingCo,1000.0,2026-09-09T17:19:29.692250+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,4453469620,https://www.etsy.com/listing/4453469620/custom-family-vacation-2026-shirts,"Custom Family Vacation 2026 Shirts, Custom Summer Shirt, Family Vacation Shirts, Custom Shirt, Personalized Family Shirt, Retro Shirts",4.63,13,5,TeniskiBE,1000.0,2026-09-09T17:19:52.861499+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,4379214165,https://www.etsy.com/listing/4379214165/custom-family-vacation-2026-shirts,"Custom Family Vacation 2026 Shirts, Custom Summer Shirt, Family Vacation Shirts, Custom Shirt, Personalized Family Shirt, Retro Shirts",4.63,1,11,TeniskiBE,1000.0,2026-09-09T17:21:50.990894+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,4453469412,https://www.etsy.com/listing/4453469412/custom-family-vacation-2026-shirts,"Custom Family Vacation 2026 Shirts, Custom Summer Shirt, Family Vacation Shirts, Custom Shirt, Personalized Family Shirt, Retro Shirts",4.63,2,14,TeniskiBE,1000.0,2026-09-09T17:22:52.889128+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,1691298719,https://www.etsy.com/listing/1691298719/personalized-family-camping-trip-shirt,Personalized Family Camping Trip Shirt: Custom Lake Vacation Tee,16.21,45,15,BoooTees,1000.0,2026-09-09T17:23:14.755052+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,4333077967,https://www.etsy.com/listing/4333077967/custom-camp-bachelorette-shirts-camping,"Custom Camp Bachelorette Shirts, Camping Bridesmaid Gift, Happy Camper T Shirt, Bride Camping Shirt, Summer Camp Theme Party Shirt, Bach Tee",8.62,42,16,Zazalma,1000.0,2026-09-09T17:23:39.573031+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,4431987124,https://www.etsy.com/listing/4431987124/personalized-family-vacation-shirt-retro,"Personalized Family Vacation Shirt, Retro Summer Trip 2026",4.68,17,18,SMstoreBG,1000.0,2026-09-09T17:24:16.682882+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,4510978356,https://www.etsy.com/listing/4510978356/custom-camping-shirt-camper-family,"Custom camping shirt, camper family vacation matching tshirt, Gift for Campers with name, vanlife Outdoor lover, personalized motorhome",12.65,1,23,katrinshine,1000.0,2026-09-09T17:26:04.313707+00:00
B012,Hobbies / outdoors,personalized camping family shirt,family matching apparel,family name,camping trip,4522772452,https://www.etsy.com/listing/4522772452/comfort-colors-custom-name-camp-t-shirt,"Comfort Colors® Custom Name Camp T-Shirt, Mountain Camping Tee, Camp Lover Gift",26.62,3,25,ColorfulComfortTees,1000.0,2026-09-09T17:26:46.231953+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",9.04,1400,1,ApexPrintingCo,1000.0,2026-09-09T17:27:24.937309+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,2,ArtTrueDesign,1000.0,2026-09-09T17:27:50.808295+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,3,ArtTrueDesign,1000.0,2026-09-09T17:28:08.429775+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,4550846558,https://www.etsy.com/listing/4550846558/personalised-senior-2027-photo-shirt,"Personalised Senior 2027 Photo Shirt, Custom Picture Graduation Tee, Class Of 2027 Grad Gift, Vintage Bootleg Senior Year Gift",10.88,1,5,MiuMiuL,1000.0,2026-09-09T17:28:49.602324+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,4480632569,https://www.etsy.com/listing/4480632569/comfort-colors-senior-mom-2027-shirt,"Comfort Colors® Senior Mom 2027 Shirt, Custom Photo Class Of 2027 Tshirt, Graduation 2027 Mom Sweater, High School Senior 2027 Gifts S05864",25.4,140,6,TruePassionStyles,1000.0,2026-09-09T17:29:08.839512+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,1814534553,https://www.etsy.com/listing/1814534553/comfort-colors-custom-text-shirt,Comfort Colors Custom Text Shirt: Personalized Wave Design,5.74,23,8,EmilysArtDesignsBG,1000.0,2026-09-09T17:29:55.075007+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,4449974765,https://www.etsy.com/listing/4449974765/back-to-school-gift-2026-personalized-t,"Back to school gift 2026, personalized T-shirt for schoolchildren with name, first day of school, shirt for girls and boys",27.36,17,9,federgoldShop,1000.0,2026-09-09T17:30:10.781554+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,1697052745,https://www.etsy.com/listing/1697052745/personalized-all-over-print-graduation-t,Personalized All Over Print Graduation T-Shirt,30.85,335,10,allthetees,1000.0,2026-09-09T17:30:25.522446+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,4538401444,https://www.etsy.com/listing/4538401444/comfort-colors-custom-photo-senior-2027,"Comfort Colors® Custom Photo Senior 2027 Shirt, Personalized Graduation T Shirt, Class Of 2027 Graphic Shirt, Senior Gift",20.45,34,11,NancyBeeGoods,1000.0,2026-09-09T17:30:45.489958+00:00
B013,Graduation,personalized graduation shirt,adult T-shirt,name and year,graduation,4553021412,https://www.etsy.com/listing/4553021412/personalised-vintage-photo-and-year,"Personalised Vintage Photo And Year Senior Shirt: Custom Graduate Picture Shirt, Class of 2027 Graduation Gift, Back To School Shirt",8.46,1,12,CustomTeeByPeter,1000.0,2026-09-09T17:31:02.669723+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",9.04,1400,1,ApexPrintingCo,1000.0,2026-09-09T17:31:47.592653+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,4406108379,https://www.etsy.com/listing/4406108379/personalized-retirement-crew-t-shirt,"Personalized Retirement Crew T-shirt, Custom Photo I'm Retired Crew Shirt, Retirement Gifts, Custom Shirt For Retiree",12.03,33,2,nfiniti,1000.0,2026-09-09T17:32:03.297934+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,3,ArtTrueDesign,1000.0,2026-09-09T17:32:25.003220+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,1729951411,https://www.etsy.com/listing/1729951411/personalized-retirement-farewell-tour-t,"Personalized Retirement FAREWELL TOUR T-Shirt, Funny Music-themed Music Fan Gift, Custom Shirt for Retiree, Softstyle Tee",23.44,179,4,MedleyMerchDesign,1000.0,2026-09-09T17:32:48.964650+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,5,ArtTrueDesign,1000.0,2026-09-09T17:33:05.917214+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,1848573418,https://www.etsy.com/listing/1848573418/t-shirt-personnalise-rap-bootleg-tee,"T-shirt personnalisé Rap Bootleg, Tee-shirt photo femme, Cadeau anniversaire, Teeshirt personnalisable, Selfie, 100% Cotton",57.16,346,6,MagentaFF00FF,1000.0,2026-09-09T17:33:31.040591+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,4301761175,https://www.etsy.com/listing/4301761175/comfort-colors-retirement-gifts-for-men,"Comfort Colors® Retirement Gifts For Men, Retirement Shirt for Men, I'm Not Retired Full Time Grandpa Shirts Men, Funny Gift for Fathers Day",12.07,35,7,SeamsToBeShirts,1000.0,2026-09-09T17:33:52.092530+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,4312360565,https://www.etsy.com/listing/4312360565/custom-faces-hawaiian-shirts,"Custom Faces Hawaiian Shirts, Personalized Photo Tops, Hawaiian Shirts with Family Picture, Bachelor Party Shirt, Family Trip Gift",10.77,6,8,MangoShopDesignArt,1000.0,2026-09-09T17:34:08.448306+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,4311813645,https://www.etsy.com/listing/4311813645/custom-faces-shirts-personalized-photo,"Custom Faces Shirts, Personalized Photo Tops, Family Picture Hawaiian Shirts, Logo Button Down Shirts for Dad Grandpa, Bachelor Party Shirt",10.77,4,11,MangoShopDesignArt,1000.0,2026-09-09T17:35:11.587613+00:00
B014,Adult milestone birthdays,personalized retirement shirt,adult T-shirt,name and year,retirement,4548426529,https://www.etsy.com/listing/4548426529/personalized-16th-birthday-shirt-sweet,"Personalized 16th birthday shirt, Sweet 16 shirt, 2010 birthday shirt, 16th birthday gift Leo Classic, gift idea for a 16-year-old daughter",30.4,1,12,LinellyStudio,1000.0,2026-09-09T17:35:34.117464+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,1422912927,https://www.etsy.com/listing/1422912927/personalized-embroidered-baseball-cap,"Personalized Embroidered Baseball Cap, Custom Text Unisex Hat, Adjustable Hat",9.04,1400,1,ApexPrintingCo,1000.0,2026-09-09T17:36:19.785604+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,4465643430,https://www.etsy.com/listing/4465643430/personalized-papa-t-shirt-with-names-est,"Personalized Papa T Shirt with Names & EST Year, Custom Dad Shirt, Papa Shirt, Father’s Day Gift, New Dad Gift, Papa Sweatshirt or Hoodie",21.69,24,2,SimplyMargueriteCo,1000.0,2026-09-09T17:36:41.802067+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,1852603508,https://www.etsy.com/listing/1852603508/leveled-up-to-daddy-matching-gamer,"Leveled Up To Daddy Matching Gamer Shirts: Dad & Son, Baby Announcement",5.74,70,3,EmilysArtDesignsBG,1000.0,2026-09-09T17:37:04.749677+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,4500243073,https://www.etsy.com/listing/4500243073/cool-dads-club-t-shirt-personalized-with,"Cool Dads Club T-Shirt, personalized with desired year, back print, Father's Day gift, Dad Papa EST, Father Shirt, New Dads",14.05,1,4,RaupeTee,1000.0,2026-09-09T17:37:20.942751+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,4311822617,https://www.etsy.com/listing/4311822617/custom-papa-shirt-with-kids-names-best,"Custom Papa Shirt With Kids Names, Best Papa Shirt With American Flag, Fathers Day Gift For Papa, Papa To Be, Cool Papa Sweatshirt S03507",25.4,109,5,TruePassionStyles,1000.0,2026-09-09T17:37:36.417610+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,1781178920,https://www.etsy.com/listing/1781178920/custom-mom-dad-comfort-colors-t-shirt,"Custom Mom  Dad Comfort Colors® T-shirt, Personalized Mama & Dad Pocket Shirt, Pregnancy Announcement Tee, Matching Parents Outfit Gifts",20.82,399,6,ThreadTaleCo,1000.0,2026-09-09T17:37:59.745934+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,4510035338,https://www.etsy.com/listing/4510035338/custom-dad-vintage-photo-shirt-awesome,Custom Dad Vintage Photo Shirt Awesome Like My Daughter Shirts Personalized Fathers Day TShirt With Kids Photo Dad Birthday Tee New Dad Gift,10.16,4,7,CustomClothingTrend,1000.0,2026-09-09T17:38:17.020218+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,4515638964,https://www.etsy.com/listing/4515638964/personalized-photo-dad-gift-dad-t-shirt,"Personalized Photo Dad Gift, Dad T-Shirt with Child's Photo, Father's Day Gift, Birthday Gift, Vintage Personalized Men's T-Shirt",26.89,2,11,AtelierIsaB,1000.0,2026-09-09T17:39:36.950367+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,4488386385,https://www.etsy.com/listing/4488386385/comfort-colors-senior-dad-2027-shirt,"Comfort Colors® Senior Dad 2027 Shirt, Custom Photo Class Of 2027 Tshirt, Graduation 2027 Dad Sweater, High School Senior 2027 Gifts S06069",25.4,7,12,TruePassionStyles,1000.0,2026-09-09T17:39:59.431545+00:00
B015,Baby / newborn,personalized new dad shirt,adult T-shirt,name and role,new baby,4515653000,https://www.etsy.com/listing/4515653000/personalized-photo-dad-t-shirt-dad-gift,"Personalized Vintage Photo Dad T-Shirt, Gift for Dad with Child's Photo, Father's Day Gift, Birthday, Christmas, Men's T-Shirt",26.89,1,13,AtelierIsaB,1000.0,2026-09-09T17:40:16.351737+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,4500731519,https://www.etsy.com/listing/4500731519/look-whos-getting-married-shirt-custom,Look Who’s Getting Married Shirt Custom Bride Photo and Name Tee Personalized Wedding Shirt Bridal Shower Gift Bachelorette Tee,12.44,122,1,HippoLord,1000.0,2026-09-09T17:40:54.019224+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,1848573418,https://www.etsy.com/listing/1848573418/t-shirt-personnalise-rap-bootleg-tee,"T-shirt personnalisé Rap Bootleg, Tee-shirt photo femme, Cadeau anniversaire, Teeshirt personnalisable, Selfie, 100% Cotton",57.16,346,2,MagentaFF00FF,1000.0,2026-09-09T17:41:17.443819+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,1722931199,https://www.etsy.com/listing/1722931199/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,160,3,ArtTrueDesign,1000.0,2026-09-09T17:41:39.621905+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,4356374863,https://www.etsy.com/listing/4356374863/custom-hawaiian-shirt-with-phototext,Custom hawaiian shirt with photo/text-birthday party gift-bachelor party gift-gift for dad/grandpa-beach party shirt-birthday pool party,15.12,68,4,ArtTrueDesign,1000.0,2026-09-09T17:42:01.797242+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,1814534553,https://www.etsy.com/listing/1814534553/comfort-colors-custom-text-shirt,Comfort Colors Custom Text Shirt: Personalized Wave Design,5.74,23,5,EmilysArtDesignsBG,1000.0,2026-09-09T17:42:16.805677+00:00
B016,Wedding / bridal,personalized bridal party shirt,family matching apparel,name and role,wedding,1741704656,https://www.etsy.com/listing/1741704656/custom-bootleg-rap-tee-custom-bootleg,"Custom Bootleg Rap Tee, custom bootleg shirt, custom photo shirt, birthday gift, husband christmas gift, custom your own bootleg shirt",15.63,932,6,Tropicade,1000.0,2026-09-09T17:42:37.413252+00:00
